injuryID,date,playerName,description
16832,4/7/10,Kyrylo Fesenko,sore throat and migraine headache (DNP)
16833,4/7/10,Al Harrington,right shoulder injury (DNP)
16834,4/7/10,Jonathan Bender,fractured finger on left hand (DNP)
16835,4/7/10,Shawn Marion,strained left oblique muscle (DNP)
16836,4/7/10,Chris Andersen,sprained left ankle (DNP)
16837,4/7/10,T.J. Ford,strained left groin (DNP)
16838,4/7/10,Richard Hamilton,sprained right ankle (DNP)
16839,4/7/10,Wayne Ellington,strep throat (DNP)
16840,4/7/10,Andris Biedrins,recovering from surgery to repair small tear of abdominal muscle (CBC) / surgery on back (P) (DNP)
16841,4/7/10,Monta Ellis,flu (DNP)
16842,4/7/10,Vladimir Radmanovic,sore right Achilles tendon (DNP)
16843,4/7/10,Chris Paul,torn ligament in right middle finger (out for season)
16844,4/7/10,Chris Bosh,surgery to repair fractured facial bone (out for season)
16845,4/7/10,Chris Paul,torn ligament in right middle finger (DNP)
16846,4/8/10,Daniel Gibson,bruised foot (DTD)
16847,4/8/10,Craig Smith,sore back (DNP)
16848,4/8/10,Dominic McGuire,torn right plantar fascia (DNP)
16849,4/8/10,Al Harrington,arthroscopic surgery on right shoulder (out indefinitely)
16850,4/8/10,Kobe Bryant,swelling in right knee (DNP)
16851,4/9/10,Jason Smith,bruised left knee (DNP)
16852,4/9/10,Rodney Carney,bruised right big toe (DNP)
16853,4/9/10,Antawn Jamison,bruised right foot / rest (DNP)
16854,4/9/10,Marc Gasol,partially torn neck muscle (DNP)
16855,4/9/10,Chris Paul,torn ligament in right middle finger (DNP)
16856,4/9/10,Predrag Stojakovic / Peja Stojakovic,lower abdominal strain (DNP)
16857,4/9/10,Sean Marks,recovering from surgery on right shoulder (DNP)
16858,4/9/10,Mehmet Okur,left Achilles tendinitis (DNP)
16859,4/9/10,Kobe Bryant,swelling in right knee (DNP)
16860,4/9/10,Shawn Marion,strained left oblique muscle (DNP)
16861,4/9/10,T.J. Ford,strained left groin (DNP)
16862,4/9/10,Rodney Stuckey,rib injury (DNP)
16863,4/9/10,Nenad Krstic,bruised right knee (DNP)
16864,4/10/10,Kevin Garnett,left ankle injury / rest (DNP)
16865,4/10/10,Drew Gooden,sore right knee (DTD)
16866,4/10/10,Eric Gordon,viral infection (DTD)
16867,4/10/10,Marc Gasol,partially torn neck muscle (DNP)
16868,4/10/10,Dominic McGuire,torn right plantar fascia (DNP)
16869,4/10/10,Shawn Marion,strained left oblique muscle (DNP)
16870,4/10/10,T.J. Ford,strained left groin (DNP)
16871,4/10/10,Rodney Stuckey,rib injury (DNP)
16872,4/10/10,Andris Biedrins,recovering from surgery to repair small tear of abdominal muscle (CBC) / surgery on back (P) (DNP)
16873,4/10/10,C.J. Watson,hairline rib fracture (DNP)
16874,4/10/10,Monta Ellis,flu (DNP)
16875,4/10/10,Vladimir Radmanovic,sore right Achilles tendon (DNP)
16876,4/11/10,Chris Paul,torn ligament in right middle finger (DNP)
16877,4/11/10,Predrag Stojakovic / Peja Stojakovic,lower abdominal strain (DNP)
16878,4/11/10,Sean Marks,recovering from surgery on right shoulder (DNP)
16879,4/11/10,Al Harrington,recovering from arthroscopic surgery on right shoulder (DNP)
16880,4/11/10,Jonathan Bender,fractured finger on left hand (DNP)
16881,4/11/10,Nenad Krstic,bruised right knee (DNP)
16882,4/11/10,Andris Biedrins,recovering from surgery to repair small tear of abdominal muscle (CBC) / surgery on back (P) (DNP)
16883,4/11/10,C.J. Watson,hairline rib fracture (DNP)
16884,4/11/10,Vladimir Radmanovic,sore right Achilles tendon (DNP)
16885,4/12/10,Drew Gooden,sore right knee (DNP)
16886,4/12/10,Eric Gordon,viral infection (DNP)
16887,4/12/10,Marc Gasol,partially torn neck muscle (DNP)
16888,4/12/10,Jamal Crawford,toe injury / rest (DNP)
16889,4/12/10,Dominic McGuire,torn right plantar fascia (DNP)
16890,4/12/10,Al Harrington,recovering from arthroscopic surgery on right shoulder (DNP)
16891,4/12/10,Jonathan Bender,fractured finger on left hand (DNP)
16892,4/12/10,Tracy McGrady,sore left knee (DNP)
16893,4/12/10,Kobe Bryant,right index finger injury (DTD)
16894,4/12/10,Caron Butler,strained right hip flexor (DNP)
16895,4/12/10,T.J. Ford,strained left groin (DNP)
16896,4/12/10,Nenad Krstic,bruised right knee (DNP)
16897,4/13/10,Brian Scalabrine,right shoulder injury (out indefinitely)
16898,4/13/10,Tony Allen,ill (DNP)
16899,4/13/10,Dominic McGuire,torn right plantar fascia (DNP)
16900,4/13/10,Kobe Bryant,right index finger injury (DNP)
16901,4/13/10,Andris Biedrins,recovering from surgery to repair small tear of abdominal muscle (CBC) / surgery on back (P) (DNP)
16902,4/13/10,Anthony Morrow,knee injury (out for season)
16903,4/13/10,C.J. Watson,hairline rib fracture (DNP)
16904,4/13/10,Corey Maggette,sprained right middle finger (DNP)
16905,4/13/10,Vladimir Radmanovic,sore right Achilles tendon (DNP)
16906,4/14/10,LaMarcus Aldridge,calf injury (CBC) / stomach illness (P) (DNP)
16907,4/14/10,Marcus Camby,rest (DNP)
16908,4/14/10,Danny Green,sprained right ankle (DNP)
16909,4/14/10,Maurice Williams / Mo Williams,rest (DNP)
16910,4/14/10,Paul Pierce,rest (DNP)
16911,4/14/10,Ray Allen,rest (DNP)
16912,4/14/10,Marc Gasol,partially torn neck muscle (DNP)
16913,4/14/10,Al Horford,rest (DNP)
16914,4/14/10,Joe Johnson,rest (DNP)
16915,4/14/10,Josh Smith,rest (DNP)
16916,4/14/10,Mike Bibby,rest (DNP)
16917,4/14/10,Chris Paul,torn ligament in right middle finger (DNP)
16918,4/14/10,Predrag Stojakovic / Peja Stojakovic,lower abdominal strain (DNP)
16919,4/14/10,Sean Marks,recovering from surgery on right shoulder (DNP)
16920,4/14/10,Carlos Boozer,strained right oblique muscle (DNP)
16921,4/14/10,Al Harrington,recovering from arthroscopic surgery on right shoulder (DNP)
16922,4/14/10,Jonathan Bender,fractured finger on left hand (DNP)
16923,4/14/10,Tracy McGrady,sore left knee (DNP)
16924,4/14/10,Kobe Bryant,right index finger injury (DNP)
16925,4/14/10,Kris Humphries,sore right elbow (DNP)
16926,4/14/10,T.J. Ford,strained left groin (DNP)
16927,4/14/10,Rodney Stuckey,rib injury (DNP)
16928,4/14/10,Shane Battier,sprained MCL in left knee (DNP)
16929,4/14/10,Tim Duncan,rest (DNP)
16930,4/14/10,Andris Biedrins,recovering from surgery to repair small tear of abdominal muscle (CBC) / surgery on back (PB) (DNP)recovering from surgery to repair small tear of abdominal muscle (CBC) / surgery on back (P) (DNP)
16931,4/14/10,C.J. Watson,hairline rib fracture (DNP)
16932,4/14/10,Corey Maggette,sprained fingers (DNP)
16933,4/14/10,Vladimir Radmanovic,sore right Achilles tendon (DNP)
16934,4/16/10,Brandon Roy,arthroscopic surgery on right knee to repair torn meniscus (out indefinitely)
16935,4/17/10,Mehmet Okur,torn left Achilles tendon (out for season)
16936,4/18/10,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,surgery on left eye (DNP)
16937,4/19/10,Mehmet Okur,torn left Achilles tendon (DNP)
16938,4/20/10,Mehmet Okur,surgery to repair torn left Achilles tendon (out indefinitely)
16939,4/23/10,Mehmet Okur,recovering from surgery to repair torn left Achilles tendon (DNP)
16940,4/25/10,Mehmet Okur,recovering from surgery to repair torn left Achilles tendon (DNP)
16941,4/27/10,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,recovering from surgery on left eye (DTD)
16942,4/28/10,Mehmet Okur,recovering from surgery to repair torn left Achilles tendon (DNP)
16943,4/28/10,Ben Gordon,surgery on left ankle to remove bone spurs
16944,4/30/10,Mehmet Okur,recovering from surgery to repair torn left Achilles tendon (DNP)
16945,5/2/10,Mehmet Okur,recovering from surgery to repair torn left Achilles tendon (DNP)
16946,5/4/10,Mehmet Okur,recovering from surgery to repair torn left Achilles tendon (DNP)
16947,5/11/10,Erick Dampier,arthroscopic surgery on left knee to remove debis (out indefinitely)
16948,5/13/10,Nick Collison,arthroscopic surgery on right knee (out indefinitely)
16949,5/13/10,Kelenna Azubuike,arthroscopic surgery on right knee (out indefinitely)
16950,5/24/10,A.J. Price,fractured patella in left knee (out indefinitely)
16951,5/27/10,Chris Andersen,surgery on right knee to repair partially torn patella tendon
16952,6/25/10,Avery Bradley,arthroscopic surgery on left ankle (out indefinitely) (date approximate)
16953,6/25/10,Andray Blatche,surgery on right foot to repair broken bone (out indefinitely)
16954,7/12/10,Kendrick Perkins,surgery on right knee to repair torn ACL (out indefinitely)
16955,7/13/10,Brian Butch,surgery on left knee to repair torn patella tendon
16956,7/23/10,Kobe Bryant,arthroscopic surgery on right knee (out indefinitely)
16957,7/27/10,Greivis Vasquez,surgery on right ankle to remove bone spur (out indefinitely)
16958,7/27/10,Jonny Flynn,surgery on left hip (out indefinitely)
16959,7/28/10,Andrew Bynum,arthroscopic surgery on right knee to repair torn ligaments (out indefinitely)
16960,8/3/10,Craig Smith,arthroscopic surgery on right knee (out indefinitely)
16961,8/13/10,Rodrigue Beaubois,surgery on left foot to repair fractured fifth metatarsal (out indefinitely)
16962,8/14/10,Ekpe Udoh,surgery on left wrist (out indefinitely)
16963,9/21/10,Ed Davis (Adam),arthroscopic surgery on right kene to repair torn meniscus (out indefinteily)
16964,9/21/10,Nenad Krstic,surgery on right hand to repair broken finger (out indefinitely)
16965,9/24/10,Kwame Brown,sprained left ankle (out indefinitely)
16966,9/27/10,Eddy Curry,strained right hamstring (out indefinitely)
16967,9/27/10,Brad Miller,sprained left ankle (DTD)
16968,9/29/10,Jason Williams,arthroscopic surgery on left knee (out indefinitely) (date approximate)
16969,10/3/10,Carlos Boozer,fractured bone in right pinky finger (out indefinitely)
16970,10/6/10,Jonas Jerebko,torn right Achilles tendon (out indefinitely)
16971,10/6/10,Terrico White,broken fifth metatarsal in right foot (out indefinitely)
16972,10/8/10,Jeff Pendergraph / Jeff Ayres,torn ACL in right knee (out indefinitely)
16973,10/8/10,Troy Murphy,strained lower back (out indefinitely)
16974,10/8/10,Jonas Jerebko,surgery to repair torn right Achilles tendon
16975,10/8/10,Terrico White,surgery on right foot to repair broken fifth metatarsal
16976,10/9/10,Al Harrington,partially torn plantar fascia in left foot (out indefinitely)
16977,10/12/10,Darington Hobson,surgery on left hip (out for season)
16978,10/12/10,Samuel Dalembert,strained left groin (out indefinitely)
16979,10/17/10,Dominic McGuire,stress fracture in left shin (out indefinitely)
16980,10/18/10,Louis Amundson / Lou Amundson,surgery to repair fractured right index finger (out indefinitely)
16981,10/19/10,Josh Childress,fractured right index finger (out indefinitely)
16982,10/22/10,Mike Miller,surgery on right hand to repair a broken thumb and ligament damage (out indefinitely)
16983,10/25/10,Nick Collison,left knee injury (out indefinitely)
16984,10/25/10,Martell Webster,surgery on back (out indefinitely)
16985,10/26/10,Mario Chalmers,sprained ankle (out indefinitely)
16986,10/27/10,Jon Brockman,sprained left ankle (DNP)
16987,10/27/10,Luc Richard Mbah a Moute / Luc Mbah a Moute,sprained right ankle (DNP)
16988,10/28/10,Zach Randolph,back injury (DTD)
16989,10/28/10,Maurice Evans,right knee inflammation (DTD)
16990,10/28/10,Matt Bonner,sprained right ankle (DTD)
16991,10/29/10,Will Bynum,sore right hamstring (DNP)
16992,10/30/10,Will Bynum,sore right hamstring (DNP)
16993,11/2/10,Richard Hamilton,sore right foot (DNP)
16994,11/2/10,Will Bynum,sore right hamstring (DNP)
16995,11/3/10,Jamal Crawford,turf toe (DNP)
16996,11/3/10,Jeremy Evans,sprained right wrist (DNP)
16997,11/3/10,Kyrylo Fesenko,stomach illness (DNP)
16998,11/3/10,Nene / Nene Hilario / Maybyner Hilario,strained left groin (DNP)
16999,11/3/10,Richard Hamilton,sore right foot (DNP)
17000,11/3/10,Will Bynum,sore right hamstring (DNP)
17001,11/3/10,Brandan Wright,stomach virus (DTD)
17002,11/4/10,Elliot Williams,dislocated patella in right knee (surgery- out for season)
17003,11/5/10,Andrew Bogut,migraine headache (DNP)
17004,11/5/10,Marvin Williams,bone bruise in right knee (DNP)
17005,11/5/10,Jeremy Evans,sprained right ankle (DNP)
17006,11/5/10,Nene / Nene Hilario / Maybyner Hilario,strained left groin (DNP)
17007,11/6/10,Rudy Fernandez,back injury (DNP)
17008,11/6/10,Nene / Nene Hilario / Maybyner Hilario,strained left groin (DNP)
17009,11/6/10,Sonny Weems,ankle injury (DTD)
17010,11/7/10,Marvin Williams,bone bruise in right knee (DNP)
17011,11/8/10,Marvin Williams,bone bruise in right knee (DNP)
17012,11/8/10,Mickael Pietrus,DNP
17013,11/9/10,Carlos Delfino,strained neck (DNP)
17014,11/10/10,Carlos Delfino,strained neck (DNP)
17015,11/10/10,Chris Kaman,sprained left ankle (DNP)
17016,11/10/10,Marvin Williams,bone bruise in right knee (DNP)
17017,11/10/10,David Andersen,flu (DTD)
17018,11/10/10,Wayne Ellington,thigh injury (DTD)
17019,11/10/10,Eric Gordon,sore left shoulder (DNP)
17020,11/11/10,Jermaine O'Neal,sore left knee (DNP)
17021,11/11/10,Yao Ming,sprained left ankle (DTD)
17022,11/11/10,James Anderson,stress fracture in right foot (out indefinitely)
17023,11/11/10,David Lee,placed on IL with infection in left elbow
17024,11/12/10,David Lee,surgery on left elbow to repair infection
17025,11/12/10,Randy Foye,strained left hamstring (DNP)
17026,11/13/10,Carlos Delfino,strained neck (DNP)
17027,11/13/10,Jermaine O'Neal,sore left knee (DNP)
17028,11/13/10,Reggie Evans,flu-like symptoms (DNP)
17029,11/14/10,Chase Budinger,sprained left ankle (DNP)
17030,11/14/10,Nikola Pekovic,sprained left ankle (DNP)
17031,11/14/10,Wayne Ellington,bruised left thigh (DNP)
17032,11/15/10,Randy Foye,strained left hamstring (DNP)
17033,11/15/10,Raja Bell,strained left abductor (DNP)
17034,11/15/10,Nikola Pekovic,left foot injury (DNP)
17035,11/15/10,Wayne Ellington,bruised left thigh (DNP)
17036,11/16/10,Brandon Roy,sore left knee (DNP)
17037,11/16/10,Carlos Delfino,strained neck (DNP)
17038,11/17/10,Randy Foye,strained left hamstring (DNP)
17039,11/17/10,Kyrylo Fesenko,dizziness (DNP)
17040,11/17/10,Chase Budinger,sprained left ankle (DNP)
17041,11/18/10,Brandon Roy,sore left knee (DNP)
17042,11/18/10,Jason Williams,foot injury (DTD)
17043,11/19/10,Greg Oden,mircofracture surgery on left knee (out for season)
17044,11/19/10,Carlos Delfino,strained neck (DNP)
17045,11/19/10,Juwan Howard,broken nose (DNP)
17046,11/19/10,Timofey Mozgov,left calf injury (DNP)
17047,11/19/10,Brandan Wright,strained lower back (DNP)
17048,11/20/10,Brandon Roy,sore left knee (DNP)
17049,11/20/10,Carlos Delfino,strained neck (DNP)
17050,11/20/10,Steve Nash,strained groin (DNP)
17051,11/21/10,John Wall (Hildred),sprained left foot (DNP)
17052,11/22/10,Marcus Thornton (T.),DNP
17053,11/22/10,Brandan Wright,strained lower back (DNP)
17054,11/23/10,Udonis Haslem,surgery on left foot to repair torn ligament (out for season)
17055,11/24/10,Andrew Bogut,sore back (DNP)
17056,11/24/10,Carlos Delfino,strained neck (DNP)
17057,11/24/10,Taj Gibson,right ankle/foot injury (DNP)
17058,11/24/10,Delonte West,broken right wrist (out indefinitely)
17059,11/24/10,Brandan Wright,strained lower back (DNP)
17060,11/26/10,Andrew Bogut,sore back (DNP)
17061,11/26/10,Carlos Delfino,strained neck (DNP)
17062,11/26/10,Reggie Evans,broken right foot (out indefinitely)
17063,11/26/10,Brandan Wright,strained lower back (DNP)
17064,11/27/10,Andrew Bogut,sore back (DNP)
17065,11/27/10,Corey Maggette,sore left ankle (DNP)
17066,11/27/10,Drew Gooden,plantar fasciitis in left foot (DNP)
17067,11/27/10,John Wall (Hildred),bruised right knee (P) / sore left knee (CBC) (DNP)
17068,11/28/10,Sean Marks,sprained right ankle (DNP)
17069,11/28/10,Randy Foye,strained left hamstring (DNP)
17070,11/28/10,Toney Douglas,bruised right quadriceps (DNP)
17071,11/28/10,Devin Ebanks,gastroenteritis (DNP)
17072,11/28/10,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP)
17073,11/28/10,Reggie Evans,broken right foot (DNP)
17074,11/29/10,Andrew Bogut,sore back (DNP)
17075,11/29/10,Corey Maggette,illness (DNP)
17076,11/29/10,Drew Gooden,left foot injury (DNP)
17077,11/29/10,John Wall (Hildred),bruised right knee (P) (DNP)
17078,11/30/10,Delonte West,surgery to repair broken right wrist
17079,12/1/10,Andrew Bogut,sore back (DNP)
17080,12/1/10,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP)
17081,12/2/10,Joe Johnson,arthroscopic surgery on right elbow to remove loose particle (out indefinitely)
17082,12/3/10,David West,stomach virus (DNP)
17083,12/3/10,Dwight Howard,stomach virus (DNP)
17084,12/3/10,Jameer Nelson,stomach virus (DNP)
17085,12/3/10,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP)
17086,12/3/10,J.J. Redick,stomach virus (DNP)
17087,12/4/10,Dwight Howard,stomach virus (DNP)
17088,12/4/10,J.J. Redick,stomach virus (DNP)
17089,12/4/10,Jameer Nelson,stomach virus (DNP)
17090,12/4/10,Ryan Anderson,sprained right foot (DNP)
17091,12/4/10,Michael Beasley,sprained right ankle (DNP)
17092,12/5/10,Rajon Rondo,strained hamstring (DNP)
17093,12/5/10,Predrag Stojakovic / Peja Stojakovic,sore/swollen left knee (DNP)
17094,12/5/10,D.J. White,sprained right ankle (DTD)
17095,12/5/10,Rodney Carney,sprained left foot (DTD)
17096,12/6/10,Jameer Nelson,stomach flu (DNP)
17097,12/6/10,Drew Gooden,patella tendinitis in left foot (DNP)
17098,12/8/10,Kyrylo Fesenko,sprained left ankle (DNP)
17099,12/8/10,Carmelo Anthony,right knee inflammation (DNP)
17100,12/8/10,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP)
17101,12/8/10,Darko Milicic,bruised right quadriceps (DNP)
17102,12/8/10,John Wall (Hildred),sore left foot (DNP)
17103,12/9/10,Shaquille O'Neal,sore right calf (P) / sore left knee (CBC) (DNP)
17104,12/10/10,Tyrus Thomas,quadriceps injury (DTD)
17105,12/10/10,Zaur Pachulia / Zaza Pachulia,illness (DTD)
17106,12/10/10,Raja Bell,groin injury (DTD)
17107,12/10/10,Jose Calderon,sore left foot (DTD)
17108,12/10/10,Nenad Krstic,back injury (DTD)
17109,12/10/10,Stephen Curry,sprained right ankle (DTD)
17110,12/11/10,Ryan Hollins,stomach virus (DTD)
17111,12/11/10,Kyrylo Fesenko,sprained left ankle (DNP)
17112,12/11/10,Raja Bell,strained right abductor (DNP)
17113,12/11/10,Carmelo Anthony,right knee patella tendinitis (DNP)
17114,12/11/10,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP)
17115,12/12/10,Chris Duhon,strained lower back (DNP)
17116,12/13/10,Raja Bell,strained right abductor (DNP)
17117,12/13/10,Damion James,surgery to insert screw to repair broken right foot (out indefinitely)
17118,12/14/10,Tyreke Evans,left foot injury (DTD)
17119,12/14/10,Mickael Pietrus,sprained left knee (DNP)
17120,12/14/10,Quentin Richardson,sore left elbow (DNP)
17121,12/14/10,Chauncey Billups,sprained right wrist (DNP)
17122,12/14/10,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP)
17123,12/15/10,John Salmons,back spasms (DNP)
17124,12/15/10,Joakim Noah,torn ligament in right thumb (out indefinitely)
17125,12/15/10,Shaquille O'Neal,sore right calf (DNP)
17126,12/15/10,Andrea Bargnani,sore left knee (DNP)
17127,12/15/10,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP)
17128,12/15/10,Yi Jianlian / Jianlian Yi,sprained right knee (out indefinitely)
17129,12/16/10,Joakim Noah,surgery on right thumb to repair torn ligament (out indefinitely)
17130,12/16/10,Rajon Rondo,sprained left ankle (DNP)
17131,12/16/10,Shaquille O'Neal,sore right calf (DNP)
17132,12/16/10,Anthony Morrow,strained right hamstring (DNP)
17133,12/16/10,Chauncey Billups,torn ligament in right wrist (DNP)
17134,12/16/10,Yao Ming,stress fracture in left ankle (out for season)
17135,12/16/10,Tiago Splitter,strained right adductor (DTD)
17136,12/16/10,John Wallace,right knee tendinitis (DNP)
17137,12/17/10,Brandon Roy,sore left knee (DNP)
17138,12/17/10,Sonny Weems,sore lower back (DNP)
17139,12/18/10,Brandon Roy,sore left knee (DNP)
17140,12/18/10,Marcus Camby,sore right shoulder (DNP)
17141,12/18/10,Nicolas Batum,sore right shoulder (DNP)
17142,12/18/10,Chauncey Billups,torn ligament in right wrist (DNP)
17143,12/18/10,George Hill,sprained right big toe (DNP)
17144,12/19/10,Rajon Rondo,sprained left ankle (DNP)
17145,12/19/10,Quinton Ross,bruised lower back (DNP)
17146,12/19/10,Richard Hamilton,upset stomach (DNP)
17147,12/19/10,Rodney Stuckey,sore left big toe (DNP)
17148,12/19/10,Andrea Bargnani,sore right ankle (DNP)
17149,12/19/10,Sonny Weems,back spasms (DNP)
17150,12/20/10,Brandon Roy,sore left knee (DNP)
17151,12/20/10,Marcus Camby,strained right shoulder (DNP)
17152,12/20/10,Craig Smith,back injury (out indefinitely)
17153,12/20/10,George Hill,sprained right big toe (DNP)
17154,12/20/10,Dan Gadzuric,strained left groin (DNP)
17155,12/20/10,Carlos Delfino,concussion (DNP)
17156,12/21/10,Carlos Delfino,concussion (DNP)
17157,12/21/10,Drew Gooden,sore left foot (DNP)
17158,12/21/10,Malik Allen,sprained left ankle (DNP)
17159,12/21/10,Quinton Ross,bruised lower back (DNP)
17160,12/21/10,Dan Gadzuric,strained left groin (DNP)
17161,12/22/10,Rajon Rondo,sprained left ankle (DNP)
17162,12/22/10,Quinton Ross,bruised lower back (DNP)
17163,12/22/10,Jerryd Bayless,food poisoning (DNP)
17164,12/22/10,Sonny Weems,back spasms (DNP)
17165,12/22/10,George Hill,sprained right big toe (DNP)
17166,12/23/10,Carlos Delfino,concussion (DNP)
17167,12/23/10,Drew Gooden,sore left foot (DNP)
17168,12/23/10,Daniel Orton,arthroscopic surgery on left knee (out for season)
17169,12/23/10,George Hill,sprained right big toe (DNP)
17170,12/25/10,Brandon Roy,sore left knee (DNP)
17171,12/25/10,Semih Erden,stomach virus (DTD)
17172,12/25/10,Jason Williams,sore left foot (DNP)
17173,12/27/10,Andre Iguodala,right Achilles tendinitis (DNP)
17174,12/27/10,Brandon Roy,sore left knee (DNP)
17175,12/27/10,Drew Gooden,sore left foot (DNP)
17176,12/27/10,Jason Williams,sore left foot (DNP)
17177,12/27/10,Sonny Weems,back spasms (DNP)
17178,12/28/10,Brandon Roy,sore left knee (DNP)
17179,12/28/10,Marcus Camby,sprained right ankle (P) / left ankle (CBC) (DNP)
17180,12/28/10,Drew Gooden,plantar fasciitis in left foot (DNP)
17181,12/28/10,Jason Williams,sore left foot (DNP)
17182,12/28/10,Quentin Richardson,flu-like symptoms (DNP)
17183,12/28/10,Jose Calderon,sore ankle (DNP)
17184,12/28/10,Sonny Weems,back spasms (DNP)
17185,12/29/10,Maurice Williams / Mo Williams,strained left hip flexor (DNP)
17186,12/29/10,Semih Erden,upper respiratory infection (DNP)
17187,12/29/10,C.J. Miles,flu-like symptoms (DNP)
17188,12/29/10,Kenyon Martin Sr.,sore left knee (DNP)
17189,12/29/10,Nene / Nene Hilario / Maybyner Hilario,sore hamstring (DNP)
17190,12/30/10,C.J. Miles,flu (DNP)
17191,12/30/10,Mehmet Okur,strained lower back (DNP)
17192,12/30/10,Jason Williams,sore left foot (DNP)
17193,12/30/10,Quentin Richardson,flu-like symptoms (DNP)
17194,12/30/10,Chuck Hayes,sprained right ankle (out indefinitely)
17195,12/31/10,Anderson Varejao,fractured cheekbone (out indefinitely)
17196,12/31/10,Marvin Williams,bruised back (DTD)
17197,12/31/10,Jordan Farmar,bone bruise in right knee (DNP)
17198,12/31/10,Sonny Weems,back spasms (DNP)
17199,12/31/10,Brandan Wright,strained lower back (out indefinitely)
17200,12/31/10,Rajon Rondo,sprained left ankle (DNP)
17201,1/1/11,Drew Gooden,plantar fasciitis in left foot (DNP)
17202,1/1/11,Daniel Gibson,bruised left thigh (DNP)
17203,1/1/11,Maurice Williams / Mo Williams,strained left hip flexor (DNP)
17204,1/1/11,Rudy Gay,stomach virus (DNP)
17205,1/1/11,Xavier Henry,sore right knee (DNP)
17206,1/1/11,C.J. Miles,flu-like symptoms (DNP)
17207,1/1/11,Shawn Marion,bruised thigh (DNP)
17208,1/1/11,Jordan Farmar,bone bruise in right knee (DNP)
17209,1/2/11,Brandon Roy,sore left knee (DNP)
17210,1/2/11,Timofey Mozgov,shin injury (DTD)
17211,1/2/11,Jerryd Bayless,sprained left ankle (DNP)
17212,1/2/11,Sonny Weems,back spasms (DNP)
17213,1/3/11,Spencer Hawes,strained back (DNP)
17214,1/3/11,Danilo Gallinari,sprained left knee (out indefinitely)
17215,1/3/11,Chris Wilcox,groin injury (DTD)
17216,1/4/11,Drew Gooden,plantar fasciitis in left foot (DNP)
17217,1/4/11,O.J. Mayo,bronchitis (DNP)
17218,1/4/11,Xavier Henry,sore right knee (DNP)
17219,1/4/11,Caron Butler,surgery on right knee to repair torn patella tendon (out for season)
17220,1/5/11,Tony Battie,rotator cuff injury (DTD)
17221,1/5/11,DeSagana Diop,surgery to repair ruptured right Achilles tendon (out for season)
17222,1/5/11,Stephen Jackson,hyperextended left knee (DNP)
17223,1/5/11,Brandon Jennings,surgery on left foot (out indefinitely)
17224,1/5/11,Drew Gooden,plantar fasciitis in left foot (DNP)
17225,1/5/11,Paul Millsap,bruised right hip (DNP)
17226,1/6/11,Daniel Gibson,sprained left ankle (DTD)
17227,1/6/11,Gani Lawal,torn ACL and partially torn MCL in right knee (out for season)
17228,1/7/11,Brandon Jennings,recovering from surgery on left foot (DNP)
17229,1/7/11,Drew Gooden,plantar fasciitis in left foot (DNP)
17230,1/7/11,Anderson Varejao,torn tendon in right ankle (out for season)
17231,1/7/11,Anthony Parker,strained lower back (DNP)
17232,1/7/11,Jerryd Bayless,sprained left ankle (DNP)
17233,1/7/11,Yao Ming,surgery on left ankle to repair stress fracture (out for season)
17234,1/7/11,Sonny Weems,back spasms (DNP)
17235,1/8/11,Andrew Bogut,virus (DNP)
17236,1/8/11,Brandon Jennings,recovering from surgery on left foot (DNP)
17237,1/8/11,Drew Gooden,plantar fasciitis in left foot (DNP)
17238,1/8/11,Matt Barnes,torn cartilage in right knee (out indefinitely)
17239,1/8/11,Devin Harris,bruised right quadriceps (DNP)
17240,1/9/11,Anthony Parker,strained lower back (DNP)
17241,1/9/11,Ty Lawson,strained left knee (DNP)
17242,1/9/11,Sonny Weems,back spasms (DNP)
17243,1/10/11,Brad Miller,sore right knee (DNP)
17244,1/11/11,Anderson Varejao,torn tendon in right ankle (DNP)
17245,1/11/11,Anthony Parker,strained lower back (DNP)
17246,1/11/11,Anthony Randolph,flu-like symptoms (DNP)
17247,1/11/11,Matt Barnes,surgery on right knee to repair torn lateral meniscus (out indefinitely)
17248,1/12/11,Brandon Jennings,recovering from surgery on left foot (DNP)
17249,1/12/11,Jermaine O'Neal,sore left knee (DNP)
17250,1/12/11,Tony Allen,sore left knee (DNP)
17251,1/12/11,Anthony Morrow,strained right hamstring (DNP)
17252,1/12/11,Brad Miller,sore right knee (DNP)
17253,1/12/11,Reggie Williams,Achilles tendon injury (DTD)
17254,1/13/11,LeBron James,sprained left ankle (DNP)
17255,1/13/11,Andray Blatche,sprained right shoulder (DNP)
17256,1/14/11,Brandon Jennings,recovering from surgery on left foot (DNP)
17257,1/14/11,Christian Eyenga,sprained right ankle (DNP)
17258,1/14/11,Daniel Gibson,sprained left ankle (DNP)
17259,1/14/11,Jermaine O'Neal,sore left knee (DNP)
17260,1/14/11,Kevin Garnett,strained right leg (DNP)
